10.600000	502
10.800000	502
13.400000	508
14.200000	224
14.200000	225
14.200000	226
14.200000	227
14.200000	228
14.200000	229
14.200000	230
14.200000	231
14.200000	232
14.200000	233
14.200000	234
14.200000	235
14.200000	236
14.200000	237
14.200000	238
14.200000	239
14.200000	240
14.200000	241
14.200000	242
14.200000	243
14.200000	244
14.200000	245
14.200000	246
14.200000	247
14.200000	248
14.200000	249
14.200000	250
14.200000	251
14.200000	252
14.200000	253
14.200000	254
14.200000	255
14.200000	256
14.200000	257
14.200000	258
14.200000	259
14.200000	260
14.200000	261
14.200000	262
14.200000	263
14.200000	264
14.200000	265
14.200000	266
14.200000	267
14.200000	268
14.200000	269
19.800000	272
20.100000	270
20.400000	274
20.500000	223
20.900000	221
21.000000	273
21.500000	220
21.500000	222
22.200000	276
22.300000	219
22.300000	277
24.000000	278
24.700000	216
24.800000	271
26.400000	215
26.400000	217
26.400000	218
26.600000	275
26.700000	284
26.800000	279
27.500000	281
27.600000	283
28.700000	280
28.900000	213
29.000000	212
29.400000	282
29.900000	288
30.100000	214
31.100000	210
32.100000	211
33.000000	285
33.200000	205
34.100000	207
34.400000	289
34.500000	287
34.700000	209
35.000000	206
35.500000	286
35.900000	292
37.000000	291
37.100000	208
38.900000	203
40.200000	293
40.400000	201
40.500000	202
40.700000	290
41.100000	294
41.500000	296
44.200000	297
44.200000	301
44.400000	204
44.900000	199
45.000000	295
45.700000	298
46.100000	197
46.700000	299
47.000000	198
47.300000	200
48.000000	196
48.300000	304
48.700000	303
48.900000	195
48.900000	302
50.500000	300
51.600000	306
51.800000	191
52.300000	190
53.200000	187
53.400000	192
53.400000	308
53.800000	309
54.000000	307
54.000000	314
54.700000	312
55.900000	194
56.900000	193
57.100000	188
57.100000	305
57.600000	189
57.600000	310
58.300000	185
59.200000	313
59.700000	322
60.100000	318
60.200000	186
60.700000	311
62.100000	177
62.100000	181
63.200000	182
63.300000	316
63.400000	184
65.300000	315
65.400000	183
65.500000	324
65.600000	317
66.600000	319
66.800000	179
66.900000	178
66.900000	320
67.000000	180
68.200000	176
68.400000	175
68.500000	323
69.500000	327
69.700000	321
69.900000	329
71.200000	172
72.300000	171
73.400000	170
73.700000	173
74.000000	326
74.200000	174
74.400000	330
75.100000	328
75.300000	325
75.800000	333
77.000000	331
78.300000	169
78.300000	336
78.400000	167
79.000000	168
79.100000	332
80.700000	335
81.000000	334
81.500000	165
81.600000	166
81.800000	338
83.100000	163
83.500000	337
83.800000	160
84.600000	342
85.700000	162
85.800000	339
86.000000	164
86.900000	344
87.300000	157
87.800000	341
88.000000	343
88.500000	155
88.700000	340
89.100000	161
91.700000	152
91.800000	156
91.800000	158
91.800000	159
92.600000	346
92.700000	348
93.800000	347
94.300000	349
95.400000	150
95.700000	153
95.700000	154
96.300000	145
96.500000	345
98.300000	151
99.500000	353
